id,question,answer,gpt4_ground_truth,strategy
webq_532,what style of music does michael jackson perform?,funk,Yes,plausibleqa
webq_532,what style of music does michael jackson perform?,dance-pop,Yes,plausibleqa
webq_532,what style of music does michael jackson perform?,new jack swing,Yes,plausibleqa
webq_532,what style of music does michael jackson perform?,Rock music,No,plausibleqa
webq_532,what style of music does michael jackson perform?,Hip-Hop,No,plausibleqa
webq_532,what style of music does michael jackson perform?,Electronic,No,plausibleqa
webq_532,what style of music does michael jackson perform?,Gospel,No,plausibleqa
webq_532,what style of music does michael jackson perform?,Disco,No,plausibleqa
webq_532,what style of music does michael jackson perform?,Jazz,No,plausibleqa
webq_532,what style of music does michael jackson perform?,Classical,No,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Panama,Yes,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Belize,Yes,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Guatemala,Yes,plausibleqa
webq_577,what are the 7 countries that are part of central america?,El Salvador,Yes,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Honduras,Yes,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Nicaragua,Yes,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Costa Rica,Yes,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Mexico,No,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Colombia,No,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Ecuador,No,plausibleqa
webq_577,what are the 7 countries that are part of central america?,Dominican Republic,No,plausibleqa
trivia_1896,What do 4 roods equal?,ACRE,Yes,plausibleqa
trivia_1896,What do 4 roods equal?,1 acre,Yes,plausibleqa
trivia_1896,What do 4 roods equal?,"43,560 square feet",Yes,plausibleqa
trivia_1896,What do 4 roods equal?,"4,840 square yards",Yes,plausibleqa
trivia_1896,What do 4 roods equal?,0.404685642 hectares,Yes,plausibleqa
trivia_1896,What do 4 roods equal?,10 square chains,Yes,plausibleqa
trivia_1896,What do 4 roods equal?,160 square perches,Yes,plausibleqa
trivia_1896,What do 4 roods equal?,Square Chain,No,plausibleqa
trivia_1896,What do 4 roods equal?,Perch,No,plausibleqa
trivia_1896,What do 4 roods equal?,Rod,No,plausibleqa
trivia_1896,What do 4 roods equal?,Square Pole,No,plausibleqa
trivia_1896,What do 4 roods equal?,Quarter Acre Lot,No,plausibleqa
trivia_1896,What do 4 roods equal?,Square Furlong,No,plausibleqa
trivia_1896,What do 4 roods equal?,Rood Lot,No,plausibleqa
trivia_1896,What do 4 roods equal?,Square Chain Link,No,plausibleqa
trivia_1896,What do 4 roods equal?,Quarter Section,No,plausibleqa
trivia_1896,What do 4 roods equal?,Half Hectare,No,plausibleqa
webq_1118,where do they speak german?,Canada,Yes,plausibleqa
webq_1118,where do they speak german?,Germany,Yes,plausibleqa
webq_1118,where do they speak german?,Austria,Yes,plausibleqa
webq_1118,where do they speak german?,Switzerland,Yes,plausibleqa
webq_1118,where do they speak german?,Liechtenstein,Yes,plausibleqa
webq_1118,where do they speak german?,Luxembourg,Yes,plausibleqa
webq_1118,where do they speak german?,Belgium (eastern),Yes,plausibleqa
webq_1118,where do they speak german?,Italy (South Tyrol),Yes,plausibleqa
webq_1118,where do they speak german?,Belgium,No,plausibleqa
webq_1118,where do they speak german?,Italy,No,plausibleqa
webq_1118,where do they speak german?,France,No,plausibleqa
webq_1118,where do they speak german?,Denmark,No,plausibleqa
webq_1118,where do they speak german?,Poland,No,plausibleqa
webq_1118,where do they speak german?,Czech Republic,No,plausibleqa
webq_1586,who plays spike spiegel?,Steven Blum,Yes,plausibleqa
webq_1586,who plays spike spiegel?,John Cho,Yes,plausibleqa
webq_1586,who plays spike spiegel?,Steve Blum,Yes,plausibleqa
webq_1586,who plays spike spiegel?,Koichi Yamadera,Yes,plausibleqa
webq_1586,who plays spike spiegel?,David Hayter,No,plausibleqa
webq_1586,who plays spike spiegel?,Crispin Freeman,No,plausibleqa
webq_1586,who plays spike spiegel?,Johnny Yong Bosch,No,plausibleqa
webq_1586,who plays spike spiegel?,Liam O'Brien,No,plausibleqa
webq_1586,who plays spike spiegel?,Keith David,No,plausibleqa
webq_1586,who plays spike spiegel?,Yuri Lowenthal,No,plausibleqa
webq_1586,who plays spike spiegel?,Kyle Hebert,No,plausibleqa
webq_1586,who plays spike spiegel?,Matthew Mercer,No,plausibleqa
webq_1586,who plays spike spiegel?,Robbie Daymond,No,plausibleqa
webq_1586,who plays spike spiegel?,Josh Keaton,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,dingo,Yes,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Reptiles (snakes and lizards such as thorny devils and goannas),Yes,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,"Mammals (kangaroos, dingoes, bilbies, marsupial moles, hopping mice, feral camels)",Yes,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,"Birds (emus, wedge-tailed eagles, parrots/finches)",Yes,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Amphibians (burrowing/water-holding frogs after rains),Yes,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Red Kangaroo,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Perentie,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Bilby,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Eagle,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Goanna,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Wallaby,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Snake,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Emu,No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Lizard (general),No,plausibleqa
nq_2694,what kind of animals live in the great victoria desert?,Marsupial Mouse,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Tom Petty,Yes,plausibleqa
nq_846,who are the artists in the traveling wilburys?,George Harrison,Yes,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Jeff Lynne,Yes,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Roy Orbison,Yes,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Bob Dylan,Yes,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Eric Clapton,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Neil Young,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Roger McGuinn,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,John Fogerty,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Jackson Browne,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Don Henley,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Mark Knopfler,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Ry Cooder,No,plausibleqa
nq_846,who are the artists in the traveling wilburys?,Robbie Robertson,No,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Copernicus,Yes,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Nicolaus Copernicus,Yes,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Galileo Galilei,Yes,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Johannes Kepler,Yes,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Aristarchus of Samos,Yes,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Giordano Bruno,Yes,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Tycho Brahe,No,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Eratosthenes,No,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Martin Luther,No,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Francis Bacon,No,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,William Gilbert,No,plausibleqa
nq_3606,who challenged the aristotelian model of a geocentric universe?,Simon Stevin,No,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,William Wordsworth,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,John Milton,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,David Hartley,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Immanuel Kant,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Friedrich Schelling,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Johann Gottlieb Fichte,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Plato,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,August Wilhelm Schlegel,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Robert Southey,Yes,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,William Godwin,No,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Johann Wolfgang von Goethe,No,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Friedrich Schiller,No,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Edmund Burke,No,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Thomas Paine,No,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Jean-Jacques Rousseau,No,plausibleqa
webq_1199,who influenced samuel taylor coleridge?,Joseph Priestley,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Escorial,Yes,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",El Escorial,Yes,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Monastery of San Lorenzo de El Escorial,Yes,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Royal Site of San Lorenzo de El Escorial,Yes,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",El Pardo,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Alcázar of Segovia,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Monasterio de las Huelgas,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",San Lorenzo de El Escorial's Neighbor,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Aranjuez Palace,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",La Granja de San Ildefonso,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Cuarto Real de Santo Domingo,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Palacio de Valsain,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Monasterio de Santa María de El Paular,No,plausibleqa
trivia_9076,"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",Palacio de La Zaida,No,plausibleqa
webq_353,what did albert speer design?,Volkshalle,Yes,plausibleqa
webq_353,what did albert speer design?,"New Reich Chancellery (Neue Reichskanzlei), Berlin",Yes,plausibleqa
webq_353,what did albert speer design?,"Nazi Party Rally Grounds in Nuremberg, especially the Zeppelin Field grandstand (Zeppelintribüne)",Yes,plausibleqa
webq_353,what did albert speer design?,the “Cathedral of Light” searchlight display at the Nuremberg rallies,Yes,plausibleqa
webq_353,what did albert speer design?,"plans for Berlin as “Welthauptstadt Germania” (e.g., the Volkshalle and a giant Triumphal Arch, unbuilt)",Yes,plausibleqa
webq_353,what did albert speer design?,the German pavilion at the 1937 Paris International Exposition,Yes,plausibleqa
webq_353,what did albert speer design?,the expansion/redesign of Hitler’s Berghof residence at Obersalzberg,Yes,plausibleqa
webq_353,what did albert speer design?,the Märzfeld (March Field) parade ground in Nuremberg (partly built),Yes,plausibleqa
webq_353,what did albert speer design?,New Reich Chancellery,No,plausibleqa
webq_353,what did albert speer design?,Nuremberg Rally Grounds,No,plausibleqa
webq_353,what did albert speer design?,German Embassy in Moscow,No,plausibleqa
webq_353,what did albert speer design?,Berlin Olympic Stadium,No,plausibleqa
webq_353,what did albert speer design?,Führer Headquarters,No,plausibleqa
webq_353,what did albert speer design?,Reichsbank Building,No,plausibleqa
webq_353,what did albert speer design?,Nazi Party Congress Hall,No,plausibleqa
webq_353,what did albert speer design?,German Pavilion at the 1937 World's Fair,No,plausibleqa
webq_353,what did albert speer design?,Berchtesgaden Hotel,No,plausibleqa
webq_353,what did albert speer design?,Eagle's Nest,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Republic,Yes,plausibleqa
webq_359,what type of government does the us constitution set up?,constitutional federal republic,Yes,plausibleqa
webq_359,what type of government does the us constitution set up?,representative democracy,Yes,plausibleqa
webq_359,what type of government does the us constitution set up?,federal system (federalism),Yes,plausibleqa
webq_359,what type of government does the us constitution set up?,Federal Democracy,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Constitutional Monarchy,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Confederation,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Oligarchy,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Theocracy,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Aristocracy,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Direct Democracy,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Meritocracy,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Parliamentary Democracy,No,plausibleqa
webq_359,what type of government does the us constitution set up?,Plutocracy,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,John Roberts,Yes,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,John G. Roberts Jr. (Chief Justice of the United States),Yes,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,"D.Y. Chandrachud (Chief Justice of India, as of 2024)",Yes,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Lord Reed (President of the UK Supreme Court),Yes,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Clarence Thomas,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Samuel Alito,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Sonia Sotomayor,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Stephen Breyer,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Elena Kagan,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Neil Gorsuch,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Brett Kavanaugh,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Amy Coney Barrett,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Ketanji Brown Jackson,No,plausibleqa
nq_1189,who is the supreme justice of the supreme court?,Antonin Scalia (if he were still alive),No,plausibleqa
webq_927,what fma stands for?,FullMetal Alchemist,Yes,plausibleqa
webq_927,what fma stands for?,Fused Multiply-Add,Yes,plausibleqa
webq_927,what fma stands for?,Flight Mode Annunciator,Yes,plausibleqa
webq_927,what fma stands for?,Filipino Martial Arts,Yes,plausibleqa
webq_927,what fma stands for?,Financial Management Association,Yes,plausibleqa
webq_927,what fma stands for?,Foundational Model of Anatomy,Yes,plausibleqa
webq_927,what fma stands for?,Florida Medical Association,Yes,plausibleqa
webq_927,what fma stands for?,Federal Maritime Administration,No,plausibleqa
webq_927,what fma stands for?,Food Manufacturers Association,No,plausibleqa
webq_927,what fma stands for?,Federal Media Agency,No,plausibleqa
webq_927,what fma stands for?,Fellowship of Medical Administrators,No,plausibleqa
webq_927,what fma stands for?,Financial Market Analysis,No,plausibleqa
webq_927,what fma stands for?,Foreign Military Aid,No,plausibleqa
webq_927,what fma stands for?,Faculty of Management and Administration,No,plausibleqa
webq_927,what fma stands for?,Future Media Alliance,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,origins of replication,Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Nucleus (eukaryotes),Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Cytoplasm/nucleoid region (prokaryotes),Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Mitochondria,Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Chloroplasts,Yes,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Telomeres,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Centromeres,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Histone complexes,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Nuclear matrix,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Chromatin loops,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Transcription factories,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,DNA repair foci,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Nucleoli,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Lamina-associated domains,No,plausibleqa
nq_1756,where does the synthesis of new dna from existing dna occurs?,Replication forks,No,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Wales,Yes,plausibleqa
webq_1354,what are the four nations of the united kingdom?,England,Yes,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Scotland,Yes,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Northern Ireland,Yes,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Ireland,No,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Cornwall,No,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Isle of Man,No,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Jersey,No,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Guernsey,No,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Shetland Islands,No,plausibleqa
webq_1354,what are the four nations of the united kingdom?,Orkney Islands,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Geotherm,Yes,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,geothermal energy,Yes,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,geothermal heat,Yes,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,geothermal power,Yes,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Thermogeon,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Subterrame,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Geoheat,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Terratherm,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Earthwarm,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Groundthermics,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Subsurface Energy,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Calorion,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Terrestrial Heat,No,plausibleqa
trivia_8667,What is the general term for heat energy that has been drawnfrom under the ground?,Earththermal,No,plausibleqa
webq_1145,what are the major trading partners of germany?,Nepal,Yes,plausibleqa
webq_1145,what are the major trading partners of germany?,China,Yes,plausibleqa
webq_1145,what are the major trading partners of germany?,Netherlands,Yes,plausibleqa
webq_1145,what are the major trading partners of germany?,United States,Yes,plausibleqa
webq_1145,what are the major trading partners of germany?,France,Yes,plausibleqa
webq_1145,what are the major trading partners of germany?,Belgium,Yes,plausibleqa
webq_1145,what are the major trading partners of germany?,United Kingdom,No,plausibleqa
webq_1145,what are the major trading partners of germany?,Italy,No,plausibleqa
webq_1145,what are the major trading partners of germany?,Poland,No,plausibleqa
webq_1145,what are the major trading partners of germany?,Austria,No,plausibleqa
webq_1145,what are the major trading partners of germany?,Czech Republic,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,arid lowland,Yes,plausibleqa
nq_1303,where does a roadrunner live in the desert?,"Southwestern U.S. and northern Mexico deserts (Sonoran, Chihuahuan, Mojave)",Yes,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Open desert scrub and arid grasslands with scattered shrubs and cactus,Yes,plausibleqa
nq_1303,where does a roadrunner live in the desert?,"Nests/roosts in low shrubs, small trees, or cacti (e.g., cholla, yucca)",Yes,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Along desert washes and arroyos with denser cover,Yes,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Desert Canyon,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Sandy Dune,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Desert Oasis,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Rocky Outcrop,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Desert Wash,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Cactus Forest,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Desert Ridge,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Dry Riverbed,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Desert Hill,No,plausibleqa
nq_1303,where does a roadrunner live in the desert?,Badland,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Iraq,Yes,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,The Middle East (Western Asia),Yes,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,"Southeastern Turkey, eastern Syria, and Iraq (draining to the Persian Gulf)",Yes,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Mesopotamia (primarily modern Iraq),Yes,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Turkey,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Syria,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Iran,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Kuwait,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Saudi Arabia,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Jordan,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Lebanon,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Israel,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Georgia,No,plausibleqa
webq_1303,where is the euphrates and tigris river located on a map?,Armenia,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1972,Yes,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,late 1960s,Yes,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1969,Yes,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,early 1970s,Yes,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1968,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1970,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1975,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1965,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1978,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1971,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1974,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1976,No,plausibleqa
nq_2356,when did chicano studies become major studies programs on college campuses?,1973,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Blackmarket,Yes,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",black market,Yes,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",underground economy,Yes,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",shadow economy,Yes,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Underground Exchange,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Unregulated Trade Zone,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Informal Sector,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Free Trade Arena,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Offshore Economy,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Unofficial Marketplace,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Clandestine Commerce,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Unlicensed Exchange,No,plausibleqa
trivia_11243,"What name is given to the economy where all commerce is conducted without regard to taxation, law or regulations of trade (and is a really good place to find the stuff you can't find anywhere else)?",Gray Market,No,plausibleqa
webq_218,what type of government does the us follow?,Republic,Yes,plausibleqa
webq_218,what type of government does the us follow?,Federal presidential constitutional republic,Yes,plausibleqa
webq_218,what type of government does the us follow?,Federal constitutional republic,Yes,plausibleqa
webq_218,what type of government does the us follow?,Presidential system,Yes,plausibleqa
webq_218,what type of government does the us follow?,Representative democracy,Yes,plausibleqa
webq_218,what type of government does the us follow?,Liberal democracy,Yes,plausibleqa
webq_218,what type of government does the us follow?,Democracy,No,plausibleqa
webq_218,what type of government does the us follow?,Federal System,No,plausibleqa
webq_218,what type of government does the us follow?,Constitutional Government,No,plausibleqa
webq_218,what type of government does the us follow?,Representative Government,No,plausibleqa
webq_218,what type of government does the us follow?,Liberal Government,No,plausibleqa
webq_218,what type of government does the us follow?,Capitalist Government,No,plausibleqa
webq_218,what type of government does the us follow?,Bicameral Government,No,plausibleqa
webq_218,what type of government does the us follow?,Pluralist Government,No,plausibleqa
webq_218,what type of government does the us follow?,Mixed Government,No,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Slalom,Yes,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Alpine skiing,Yes,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Cross-country skiing,Yes,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Freestyle skiing,Yes,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Nordic combined,Yes,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Ski jumping,Yes,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Downhill,No,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Cross-Country,No,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Freestyle,No,plausibleqa
nq_2902,types of skiing in the winter olympics 2018?,Biathlon,No,plausibleqa
