id,question,answer,gpt4_ground_truth,strategy
nq_789,where does the water come from to fill lake eyre?,South Australian Coastal Rivers,No,plausibleqa
nq_789,where does the water come from to fill lake eyre?,Great Artesian Basin,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Pigeon Pair,Yes,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Fraternal twins,Yes,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Dizygotic twins,Yes,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Non-identical twins,Yes,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Mixed Duo,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Binary Twins,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Hetero Twins,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Boy-Girl Twins,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Opposite Sex Twins,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Fraternal Pair,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Gender Mix,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Complementary Twins,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Dual Sex Twins,No,plausibleqa
trivia_2493,"Twins consisting of one boy and one girl, such as Mark and Carol Thatcher, are called what?",Mirrored Twins,No,plausibleqa
nq_1941,when did the age of new media began?,the 1980s,Yes,plausibleqa
nq_1941,when did the age of new media began?,1980s (rise of personal computing and digital media),Yes,plausibleqa
nq_1941,when did the age of new media began?,"early 1990s (1991–1993, launch of the World Wide Web/public Internet)",Yes,plausibleqa
nq_1941,when did the age of new media began?,"mid-1990s (1995–1997, mainstream Internet adoption)",Yes,plausibleqa
nq_1941,when did the age of new media began?,early 2000s (Web 2.0 and social media era),Yes,plausibleqa
nq_1941,when did the age of new media began?,The 1960s,No,plausibleqa
nq_1941,when did the age of new media began?,The 1990s,No,plausibleqa
nq_1941,when did the age of new media began?,The 1970s,No,plausibleqa
nq_1941,when did the age of new media began?,The 2000s,No,plausibleqa
nq_1941,when did the age of new media began?,The 1950s,No,plausibleqa
nq_1941,when did the age of new media began?,The 2010s,No,plausibleqa
nq_1941,when did the age of new media began?,The late 19th century,No,plausibleqa
nq_1941,when did the age of new media began?,The early 20th century,No,plausibleqa
nq_1941,when did the age of new media began?,The 1940s,No,plausibleqa
nq_1941,when did the age of new media began?,The 1920s,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1989,Yes,plausibleqa
nq_2876,when did michigan last win a national championship?,2024 (college football),Yes,plausibleqa
nq_2876,when did michigan last win a national championship?,1989 (men's basketball),Yes,plausibleqa
nq_2876,when did michigan last win a national championship?,1998 (men's ice hockey),Yes,plausibleqa
nq_2876,when did michigan last win a national championship?,1997,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1964,No,plausibleqa
nq_2876,when did michigan last win a national championship?,2007,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1948,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1972,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1950,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1968,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1992,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1932,No,plausibleqa
nq_2876,when did michigan last win a national championship?,1978,No,plausibleqa
webq_1334,where does the tennessee river go?,Crump,Yes,plausibleqa
webq_1334,where does the tennessee river go?,"Into the Ohio River at Paducah, Kentucky",Yes,plausibleqa
webq_1334,where does the tennessee river go?,Through Tennessee → Alabama → a corner of Mississippi → back into Tennessee → into Kentucky,Yes,plausibleqa
webq_1334,where does the tennessee river go?,Ultimately to the Mississippi River (via the Ohio) and the Gulf of Mexico,Yes,plausibleqa
webq_1334,where does the tennessee river go?,Gulf of Mexico,No,plausibleqa
webq_1334,where does the tennessee river go?,Ohio River,No,plausibleqa
webq_1334,where does the tennessee river go?,Mississippi River,No,plausibleqa
webq_1334,where does the tennessee river go?,Cherokee Lake,No,plausibleqa
webq_1334,where does the tennessee river go?,Nickajack Lake,No,plausibleqa
webq_1334,where does the tennessee river go?,Wheeler Lake,No,plausibleqa
webq_1334,where does the tennessee river go?,Atlantic Ocean,No,plausibleqa
webq_1334,where does the tennessee river go?,Lake Michigan,No,plausibleqa
webq_1334,where does the tennessee river go?,Arkansas River,No,plausibleqa
webq_1334,where does the tennessee river go?,Mobile Bay,No,plausibleqa
webq_1007,what movies is omar epps in?,Juice,Yes,plausibleqa
webq_1007,what movies is omar epps in?,Juice (1992),Yes,plausibleqa
webq_1007,what movies is omar epps in?,The Program (1993),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Major League II (1994),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Higher Learning (1995),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Scream 2 (1997),Yes,plausibleqa
webq_1007,what movies is omar epps in?,In Too Deep (1999),Yes,plausibleqa
webq_1007,what movies is omar epps in?,The Mod Squad (1999),Yes,plausibleqa
webq_1007,what movies is omar epps in?,The Wood (1999),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Love & Basketball (2000),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Brother (2000),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Dracula 2000 (2000),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Against the Ropes (2004),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Almost Christmas (2016),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Traffik (2018),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Fatal Affair (2020),Yes,plausibleqa
webq_1007,what movies is omar epps in?,The Devil You Know (2022),Yes,plausibleqa
webq_1007,what movies is omar epps in?,Higher Learning,No,plausibleqa
webq_1007,what movies is omar epps in?,Scream 2,No,plausibleqa
webq_1007,what movies is omar epps in?,The Wood,No,plausibleqa
webq_1007,what movies is omar epps in?,Love & Basketball,No,plausibleqa
webq_1007,what movies is omar epps in?,Against the Ropes,No,plausibleqa
webq_1007,what movies is omar epps in?,Alfie,No,plausibleqa
webq_1007,what movies is omar epps in?,Big Trouble,No,plausibleqa
webq_1007,what movies is omar epps in?,The Program,No,plausibleqa
webq_1007,what movies is omar epps in?,Major League II,No,plausibleqa
webq_1007,what movies is omar epps in?,House M.D.,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,metaphase,Yes,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Prophase of mitosis,Yes,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Prophase to metaphase of mitosis,Yes,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Prophase I (and prophase II) of meiosis,Yes,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Prophase,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Anaphase,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Telophase,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Interphase,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Cytokinesis,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Prometaphase,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Synthesis,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,G2 phase,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Karyotype formation,No,plausibleqa
nq_1247,when does a cell have condensed visible chromosomes also known as sister chromatids?,Meiosis I,No,plausibleqa
nq_1793,who made the song falling in love with you?,Hugo Peretti,Yes,plausibleqa
nq_1793,who made the song falling in love with you?,Elvis Presley,Yes,plausibleqa
nq_1793,who made the song falling in love with you?,UB40,Yes,plausibleqa
nq_1793,who made the song falling in love with you?,"Hugo Peretti, Luigi Creatore, and George David Weiss",Yes,plausibleqa
nq_1793,who made the song falling in love with you?,Barry White,No,plausibleqa
nq_1793,who made the song falling in love with you?,Paul Anka,No,plausibleqa
nq_1793,who made the song falling in love with you?,Neil Sedaka,No,plausibleqa
nq_1793,who made the song falling in love with you?,Bobby Darin,No,plausibleqa
nq_1793,who made the song falling in love with you?,Andy Williams,No,plausibleqa
nq_1793,who made the song falling in love with you?,Tom Jones,No,plausibleqa
nq_1793,who made the song falling in love with you?,Engelbert Humperdinck,No,plausibleqa
nq_1793,who made the song falling in love with you?,Dean Martin,No,plausibleqa
nq_1793,who made the song falling in love with you?,Frank Sinatra,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Holiday resorts,Yes,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,hospitality,Yes,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,hotel and resort industry,Yes,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,travel and tourism,Yes,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Luxury Hotels,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Water Sports Equipment,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Caribbean Cuisine,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Travel Agencies,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Spa and Wellness,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Golf Courses,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Event Planning,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Yacht Manufacturing,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Eco-Tourism,No,plausibleqa
trivia_3600,The Sandals corporation headquartered in Montego Bay is famous in the industry of?,Wedding Planning,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1969,Yes,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1969 (United States),Yes,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,2000 (Canada),Yes,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,2021 (Singapore),Yes,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1945,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1957,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1962,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1971,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1980,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1929,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1913,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1933,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1953,No,plausibleqa
nq_2298,when was the $ 1 000 bill discontinued?,1967,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Alina Zagitova,Yes,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Anna Shcherbakova,Yes,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Adelina Sotnikova,Yes,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Yuna Kim,Yes,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Mao Asada,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Evgenia Medvedeva,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Kaetlyn Osmond,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Satoko Miyahara,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Carolina Kostner,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Ashley Wagner,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Gabrielle Daleman,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,Rika Kihira,No,plausibleqa
nq_969,who won the ladies ice skating in the olympics?,"Nathan Chen's training partner, Alysa Liu",No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Cromwell,Yes,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Oliver Cromwell,Yes,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,John Bradshaw,Yes,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Henry Ireton,Yes,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Charles I,No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,John Pym,No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Thomas Fairfax,No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,John Hampden,No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Edward Hyde,No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Richard Cromwell,No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Thomas Pride,No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,John Lambert,No,plausibleqa
trivia_1975,Whose head was stuck on the roof of parliament after his body had been exhumed?,Robert Blake,No,plausibleqa
webq_766,what celebrities has brody jenner dated?,Jayde Nicole,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Kristin Cavallari,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Lauren Conrad,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Cora Skinner,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Avril Lavigne,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Bryana Holly,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Kaitlynn Carter,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Josie Canseco,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Tia Blanco,Yes,plausibleqa
webq_766,what celebrities has brody jenner dated?,Briana Evigan,No,plausibleqa
webq_766,what celebrities has brody jenner dated?,Nicole Scherzinger,No,plausibleqa
webq_766,what celebrities has brody jenner dated?,Stephanie Pratt,No,plausibleqa
webq_766,what celebrities has brody jenner dated?,"Frankie Delgado's ex-girlfriend, Jennifer Acosta",No,plausibleqa
webq_766,what celebrities has brody jenner dated?,Haley Goldberg,No,plausibleqa
webq_1366,what did john dalton study?,Chemist,Yes,plausibleqa
webq_1366,what did john dalton study?,atomic theory of matter,Yes,plausibleqa
webq_1366,what did john dalton study?,gases and the law of partial pressures,Yes,plausibleqa
webq_1366,what did john dalton study?,color blindness (Daltonism),Yes,plausibleqa
webq_1366,what did john dalton study?,meteorology and the atmosphere,Yes,plausibleqa
webq_1366,what did john dalton study?,Physicist,No,plausibleqa
webq_1366,what did john dalton study?,Meteorologist,No,plausibleqa
webq_1366,what did john dalton study?,Mathematician,No,plausibleqa
webq_1366,what did john dalton study?,Geologist,No,plausibleqa
webq_1366,what did john dalton study?,Biologist,No,plausibleqa
webq_1366,what did john dalton study?,Astronomer,No,plausibleqa
webq_1366,what did john dalton study?,Engineer,No,plausibleqa
webq_1366,what did john dalton study?,Natural Philosopher,No,plausibleqa
webq_1366,what did john dalton study?,Optician,No,plausibleqa
webq_1366,what did john dalton study?,Statistician,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,book,Yes,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Persian carpets/rugs,Yes,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,miniature paintings and illuminated manuscripts,Yes,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,calligraphy,Yes,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,tilework/ceramics,Yes,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Carpet,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Miniature Painting,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Ceramic,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Metalwork,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Textile,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Architecture,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Illuminated Manuscript,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Glasswork,No,plausibleqa
nq_2436,what type of artwork was created in the safavid empire?,Woodwork,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Pink,Yes,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Reba McEntire,Yes,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Chris Stapleton,Yes,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Jazmine Sullivan & Eric Church,Yes,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Demi Lovato,Yes,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Lady Gaga,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Christina Aguilera,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Katy Perry,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Carrie Underwood,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Alicia Keys,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Idina Menzel,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Jennifer Hudson,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Kelly Clarkson,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Martina McBride,No,plausibleqa
nq_3392,who sang national anthem at the super bowl?,Renee Fleming,No,plausibleqa
webq_234,what to see in phoenix arizona?,Ro Ho En,Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Desert Botanical Garden,Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Camelback Mountain,Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Papago Park (Hole-in-the-Rock),Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Heard Museum,Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Phoenix Art Museum,Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Musical Instrument Museum (MIM),Yes,plausibleqa
webq_234,what to see in phoenix arizona?,South Mountain Park and Preserve (Dobbins Lookout),Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Roosevelt Row Arts District,Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Phoenix Zoo,Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Japanese Friendship Garden,Yes,plausibleqa
webq_234,what to see in phoenix arizona?,Papago Park,No,plausibleqa
webq_234,what to see in phoenix arizona?,Taliesin West,No,plausibleqa
webq_234,what to see in phoenix arizona?,Old Town Scottsdale,No,plausibleqa
webq_234,what to see in phoenix arizona?,South Mountain Park,No,plausibleqa
webq_234,what to see in phoenix arizona?,Hall of Flame Fire Museum,No,plausibleqa
webq_234,what to see in phoenix arizona?,Castles N' Coasters,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Prypiat,Yes,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,"near Pripyat, Kyiv Oblast, northern Ukraine",Yes,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,"near the town of Chernobyl, Ukraine",Yes,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,"Ukraine (then the Ukrainian SSR, USSR)",Yes,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Kiev,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Kharkiv,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Odessa,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Zaporizhzhia,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Dnipro,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Lviv,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Donetsk,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Chernihiv,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Mykolaiv,No,plausibleqa
webq_461,where is the chernobyl nuclear power plant?,Vinnytsia,No,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Kymatology,Yes,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Fluid dynamics,Yes,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Oceanography,Yes,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Coastal engineering,Yes,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Meteorology,No,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Geophysics,No,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Marine Biology,No,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Hydrology,No,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Physics,No,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Environmental Science,No,plausibleqa
trivia_4865,"The phrase ""Stokes drift"" might be used in a discussion about what subject?""",Naval Architecture,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,across a membrane,Yes,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Across the inner mitochondrial membrane from the matrix to the intermembrane space,Yes,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Across the thylakoid membrane from the stroma into the thylakoid lumen (chloroplasts),Yes,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Across the plasma membrane from the cytoplasm to the periplasm/exterior (bacteria),Yes,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Into the mitochondrial matrix,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Through the cell wall,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Along the cytoskeleton,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Into the intermembrane space,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Through the nuclear membrane,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Along the mitochondrial outer membrane,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Into the peroxisome,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Through the golgi apparatus,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Into the lysosome,No,plausibleqa
nq_2169,where does the electron transport chain pumps protons?,Along the endoplasmic reticulum,No,plausibleqa
webq_218,what type of government does the us follow?,Republic,Yes,plausibleqa
webq_218,what type of government does the us follow?,Federal presidential constitutional republic,Yes,plausibleqa
webq_218,what type of government does the us follow?,Federal constitutional republic,Yes,plausibleqa
webq_218,what type of government does the us follow?,Presidential system,Yes,plausibleqa
webq_218,what type of government does the us follow?,Representative democracy,Yes,plausibleqa
webq_218,what type of government does the us follow?,Liberal democracy,Yes,plausibleqa
webq_218,what type of government does the us follow?,Democracy,No,plausibleqa
webq_218,what type of government does the us follow?,Federal System,No,plausibleqa
webq_218,what type of government does the us follow?,Constitutional Government,No,plausibleqa
webq_218,what type of government does the us follow?,Representative Government,No,plausibleqa
webq_218,what type of government does the us follow?,Liberal Government,No,plausibleqa
webq_218,what type of government does the us follow?,Capitalist Government,No,plausibleqa
webq_218,what type of government does the us follow?,Bicameral Government,No,plausibleqa
webq_218,what type of government does the us follow?,Pluralist Government,No,plausibleqa
webq_218,what type of government does the us follow?,Mixed Government,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,286,Yes,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,Virat Kohli — 286 runs (most runs in the series),Yes,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,Virat Kohli — 153 (highest individual score in an innings),Yes,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,South Africa — 335 (highest team total),Yes,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,276,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,192,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,421,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,315,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,248,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,138,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,397,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,219,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,463,No,plausibleqa
nq_2930,india south africa test series 2018 highest runs?,179,No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Ukip,Yes,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Reform UK,Yes,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,UK Independence Party (UKIP),Yes,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,The Brexit Party,Yes,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Conservative Party,No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Brexit Party,No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Liberal Democrats,No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Labour Party,No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Green Party,No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Democratic Unionist Party (DUP),No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Scottish National Party (SNP),No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,Plaid Cymru,No,plausibleqa
trivia_6355,Nigel Farage is the leader of which political party?,British National Party (BNP),No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1933,Yes,plausibleqa
nq_154,when was the minimum wage established in the united states?,1938 (federal minimum wage established by the Fair Labor Standards Act,Yes,plausibleqa
nq_154,when was the minimum wage established in the united states?,"effective Oct 24, 1938)",Yes,plausibleqa
nq_154,when was the minimum wage established in the united states?,"1912 (first state minimum wage law, Massachusetts)",Yes,plausibleqa
nq_154,when was the minimum wage established in the united states?,1912,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1920,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1940,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1905,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1950,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1965,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1890,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1975,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1918,No,plausibleqa
nq_154,when was the minimum wage established in the united states?,1925,No,plausibleqa
webq_365,what bible do catholics follow?,The Bible,Yes,plausibleqa
